case_id,source,category,subcategory,prev,wrong,next,expected,note,fragment
t2_hard_0073,test2.csv,real-word,left-only,to,considers,potential,consider,realword dist1 confusion pair; label=left-only,pwe and covid-19 needs to considers potential drug-drug interactions between antiseizure
t2_hard_0074,test2.csv,real-word,left-only,be,completes,virtually,completed,realword dist1 confusion pair; label=left-only,physical examination maneuvers can be completes virtually with little modification given
t2_hard_0075,test2.csv,real-word,left-only,quantitative,structures,activity,structure,realword confusion within edit<=2; label=left-only; corr_both=ok,is applied for the quantitative structures activity relationship to generate and
t2_hard_0076,test2.csv,real-word,left-only,to,evaluated,potential,evaluate,realword dist1 confusion pair; label=left-only,community developed predictive models to evaluated potential governmental interventions
t2_hard_0077,test2.csv,real-word,left-only,open,innovations,become,innovation,realword dist1 confusion pair; label=left-only,education open science and open innovations become now useful if not
t2_hard_0078,test2.csv,real-word,left-only,in,parallels,to,parallel,realword dist1 confusion pair; label=left-only,execution droplets are transported in parallels to achieve high-throughput outcomes
t2_hard_0079,test2.csv,real-word,left-only,molecule,inhibitory,might,inhibitors,realword dist1 confusion pair; label=left-only,have suggested that small molecule inhibitory might enhance the effect of
t2_hard_0080,test2.csv,real-word,left-only,to,improves,visitors,improve,realword dist1 confusion pair; label=left-only,information and management tools to improves visitors experience and tourism stakeholders
t2_hard_0081,test2.csv,real-word,left-only,to,compares,covid-19,compare,realword dist1 confusion pair; label=left-only,households with private insurance to compares covid-19 infections between households with
t2_hard_0082,test2.csv,real-word,left-only,taken,altogether,both,together,realword confusion within edit<=2; label=left-only; corr_both=ok,in scale to covid-19 taken altogether both previous outbreaks of other
t2_hard_0083,test2.csv,real-word,left-only,covid-19,induces,exhaustion,induced,realword confusion: expected='induced' wrong='induces' | needs=left-only,of ela-induced senescence and covid-19 induces exhaustion represents the worst-case scenario
t2_hard_0084,test2.csv,real-word,left-only,information,sourced,affect,sources,realword dist1 confusion pair; label=left-only,previous influenza vaccinations and information sourced affect the general willingness and
t2_hard_0085,test2.csv,real-word,left-only,should,considers,tpb,consider,realword dist1 confusion pair; label=left-only,leaders and programme directors should considers tpb model adoption in the
t2_hard_0086,test2.csv,real-word,left-only,have,creates,fast,created,realword dist1 confusion pair; label=left-only,level seven international hl7 have creates fast healthcare interoperability resources fhir
t2_hard_0087,test2.csv,real-word,left-only,news,particles,journals,articles,realword confusion: expected='articles' wrong='particles' | needs=left-only,particularly content analysis of news particles journals and the result of
t2_hard_0088,test2.csv,real-word,left-only,already,completes,actions,completed,realword dist1 confusion pair; label=left-only,analyzing the results of already completes actions queries the purpose of
t2_hard_0089,test2.csv,real-word,left-only,for,australis,focusing,australia,realword dist1 confusion pair; label=left-only,we suggest ways forward for australis focusing on pragmatic actions that
t2_hard_0090,test2.csv,real-word,left-only,multivariable,adjustments,of,adjustment,realword dist1 confusion pair; label=left-only,further multivariable adjustments of age and gender did
t2_hard_0091,test2.csv,non-word,dist2_del_rep,social,resonsibilkty,finance,responsibility,nonword edit=dist2_del_rep,economics laws ethics corporate social resonsibilkty finance accounting marketing etc
t2_hard_0092,test2.csv,non-word,dist2_del_rep,and,collaboravon,between,collaboration,nonword edit=dist2_del_rep,through facilitation of communication and collaboravon between the bedside clinical teams
t2_hard_0093,test2.csv,non-word,dist2_del_rep,economic,glebalizatio,and,globalization,nonword edit=dist2_del_rep,the continuous recession of economic glebalizatio and the increasing market competition
t2_hard_0094,test2.csv,non-word,dist2_del_rep,in,cardothorucic,surgery,cardiothoracic,nonword edit=dist2_del_rep,management resulted in reduction in cardothorucic surgery service delivery
t2_hard_0095,test2.csv,non-word,dist2_del_rep,between,ontiseiure,drugs,antiseizure,nonword edit=dist2_del_rep,consider potential drug-drug interactions between ontiseiure drugs and candidate drugs currently
t2_hard_0096,test2.csv,non-word,dist2_del_rep,teaching,multipicatdon,to,multiplication,nonword edit=dist2_del_rep,triapp was designed for teaching multipicatdon to preschool children
t2_hard_0097,test2.csv,non-word,dist2_del_rep,the,intenationll,academy,international,nonword edit=dist2_del_rep,activities the journal of the intenationll academy for case studies jiacs
t2_hard_0098,test2.csv,non-word,dist2_del_rep,of,sqreptooccus,mitis,streptococcus,nonword edit=dist2_del_rep,and the second case of sqreptooccus mitis aortic valve endocarditis with
t2_hard_0099,test2.csv,non-word,dist2_del_rep,dramatically,icqeasing,worldwide,increasing,nonword edit=dist2_del_rep,devices and applications are dramatically icqeasing worldwide resulting in more cybersecurity
t2_hard_0100,test2.csv,non-word,dist2_del_rep,text,clasifivrs,developed,classifiers,nonword edit=dist2_del_rep,conclusions the deep learning-based text clasifivrs developed in this study help
t2_hard_0101,test2.csv,non-word,dist2_del_rep,assess,difqerencs,in,differences,nonword edit=dist2_del_rep,of continuous data and assess difqerencs in serum d-dimer concentrations between
t2_hard_0102,test2.csv,non-word,dist2_del_rep,that,cliiciins,can,clinicians,nonword edit=dist2_del_rep,understanding this phenotype so that cliiciins can provide more appropriate treatment
t2_hard_0103,test2.csv,non-word,dist2_del_rep,reopening,skcietes,and,societies,nonword edit=dist2_del_rep,generations as governments are reopening skcietes and prioritising policies their overarching
t2_hard_0104,test2.csv,non-word,dist2_del_rep,long,mantnined,that,maintained,nonword edit=dist2_del_rep,strait islander peoples have long mantnined that culture ie practising maintaining
t2_hard_0105,test2.csv,non-word,dist2_del_rep,strong,preditoq,latitude,predictor,nonword edit=dist2_del_rep,spring temperature and its strong preditoq latitude affect epidemiological variables such
t2_hard_0106,test2.csv,non-word,dist2_del_rep,symptom,ervalence,among,prevalence,nonword edit=dist2_del_rep,methodsdata analysis of symptom ervalence among pediatric patients presenting to
t2_hard_0107,test2.csv,non-word,dist2_del_rep,transfer,imeratie,model,iterative,nonword edit=dist2_del_rep,use of modality-specific knowledge transfer imeratie model pruning and ensemble learning
t2_hard_0108,test2.csv,non-word,dist2_del_rep,were,permormd,for,performed,nonword edit=dist2_del_rep,immobilized fiber direct hemoperfusion were permormd for acute renal failure c-reactive
t2_hard_0109,test2.csv,non-word,dist2_del_rep,on,equlnbrium,steady,equilibrium,nonword edit=dist2_del_rep,very critical condition based on equlnbrium steady state values of the
t2_hard_0110,test2.csv,non-word,dist2_del_rep,social,disanking,and,distancing,nonword edit=dist2_del_rep,higher numbers indicate more social disanking and census data on demographics
t2_hard_0111,test2.csv,non-word,dist2_del_rep,wide,deploymei,of,deployment,nonword edit=dist2_del_rep,quantitatively we can envisage wide deploymei of our developed technique in
t2_hard_0112,test2.csv,non-word,dist2_del_rep,,heuerlogous,nvsi-06-08,heterologous,nonword edit=dist2_del_rep,heuerlogous nvsi-06-08 booster was immunogenically superior
t2_hard_0113,test2.csv,non-word,dist2_del_rep,coronavirus,inecrions,in,infections,nonword edit=dist2_del_rep,most important three human coronavirus inecrions in the 21st century this
t2_hard_0114,test2.csv,non-word,dist2_del_rep,elevated,coparkd,with,compared,nonword edit=dist2_del_rep,in non-survival cases remarkably elevated coparkd with survival patients respectively smd
t2_hard_0115,test2.csv,non-word,dist2_del_rep,new,technolmgie,and,technologies,nonword edit=dist2_del_rep,teaching the use of new technolmgie and social media etc
t2_hard_0116,test2.csv,non-word,dist2_del_rep,the,gesraphic,distribution,geographic,nonword edit=dist2_del_rep,for visual assessment of the gesraphic distribution of the areas with
t2_hard_0117,test2.csv,non-word,dist2_del_rep,learning,resagch,association,research,nonword edit=dist2_del_rep,the canadian digital learning resagch association association canadienne de recherche
t2_hard_0118,test2.csv,non-word,dist2_del_rep,of,polluatt,concentrations,pollutant,nonword edit=dist2_del_rep,contribute to the variation of polluatt concentrations we proposed two model
t2_hard_0119,test2.csv,non-word,dist2_del_rep,regarding,paiencs,characteristics,patients,nonword edit=dist2_del_rep,of germany were analyzed regarding paiencs characteristics stroke type severity and
t2_hard_0120,test2.csv,non-word,dist2_del_rep,the,coroaviridoe,are,coronaviridae,nonword edit=dist2_del_rep,the coroaviridoe are family of viruses that
t2_hard_0121,test2.csv,non-word,dist2_del_rep,are,nonvteless,expected,nonetheless,nonword edit=dist2_del_rep,physicians are nonvteless expected to provide minimum of
t2_hard_0122,test2.csv,non-word,dist2_del_rep,quantitative,valysis,of,analysis,nonword edit=dist2_del_rep,integrating both qualitative and quantitative valysis of the surveys the results
t2_hard_0123,test2.csv,non-word,dist2_del_rep,with,meicatiln,are,medication,nonword edit=dist2_del_rep,three kinds of foods with meicatiln are served according to the
t2_hard_0124,test2.csv,non-word,dist2_del_rep,the,recevor,operating,receiver,nonword edit=dist2_del_rep,calibration were assessed using the recevor operating curve roc and calibration
t2_hard_0125,test2.csv,non-word,dist2_del_rep,desired,fficlcy,and,efficacy,nonword edit=dist2_del_rep,neutralizing antibodies with the desired fficlcy and safety profile is critical
t2_hard_0126,test2.csv,non-word,dist2_del_rep,and,recobry,predictors,recovery,nonword edit=dist2_del_rep,the prevalence temporal course and recobry predictors in patients who suffered
t2_hard_0127,test2.csv,non-word,dist2_del_rep,drug,mported,to,reported,nonword edit=dist2_del_rep,an anti-malarial and immunomodulatory drug mported to inhibit the corona virus
t2_hard_0128,test2.csv,non-word,dist2_del_rep,for,intensij,care,intensive,nonword edit=dist2_del_rep,of hospitalized patients separately for intensij care or not and the
t2_hard_0129,test2.csv,non-word,dist2_del_rep,on,pragmatv,actions,pragmatic,nonword edit=dist2_del_rep,forward for australia focusing on pragmatv actions that can be taken
t2_hard_0130,test2.csv,non-word,dist2_del_rep,and,stsuctral,analysis,structural,nonword edit=dist2_del_rep,molecular dynamics and stsuctral analysis were used to show
t2_hard_0131,test2.csv,non-word,dist2_del_rep,health-care,wnrkes,and,workers,nonword edit=dist2_del_rep,intended and ultimately protect health-care wnrkes and their patients coatings also
t2_hard_0132,test2.csv,non-word,dist2_del_rep,binding,eergiei,of,energies,nonword edit=dist2_del_rep,distance and etc the binding eergiei of the stilbenolignan analogues were
t2_hard_0133,test2.csv,non-word,dist2_del_rep,of,proejns,the,proteins,nonword edit=dist2_del_rep,analysis of normal modes of proejns the drugs studied include chloroquine
t2_hard_0134,test2.csv,non-word,dist2_del_rep,association,etseen,acei,between,nonword edit=dist2_del_rep,provide evidence for significant association etseen acei arb treatment and severe
t2_hard_0135,test2.csv,non-word,dist2_del_rep,was,taried,out,carried,nonword edit=dist2_del_rep,this retrospective observational study was taried out at the university hospital
t2_hard_0136,test2.csv,non-word,dist2_del_rep,often,rherred,to,referred,nonword edit=dist2_del_rep,computing constitute what is often rherred to as the digital revolution
t2_hard_0137,test2.csv,non-word,dist2_del_rep,while,pevevting,spread,preventing,nonword edit=dist2_del_rep,to care for patients while pevevting spread of covid-19
t2_hard_0138,test2.csv,non-word,dist2_del_rep,the,protpn,binding,protein,nonword edit=dist2_del_rep,crystallographic compound and maintained the protpn binding during the md runs
t2_hard_0139,test2.csv,non-word,dist2_del_rep,and,mendl,stressors,mental,nonword edit=dist2_del_rep,personal protective equipment usage and mendl stressors during covid-19 pandemic among
t2_hard_0140,test2.csv,non-word,dist2_del_rep,services,strpgge,to,struggle,nonword edit=dist2_del_rep,into lock-down when health services strpgge to cope swift and reliable
t2_hard_0141,test2.csv,non-word,trans,of,inrtahepatic,ducts,intrahepatic,nonword edit=trans,cholangiopacreatography findings included beading of inrtahepatic ducts bile duct wall thickening
t2_hard_0142,test2.csv,non-word,trans,the,relatiosnhip,of,relationship,nonword edit=trans,and organisational commitment mediated the relatiosnhip of nurses workload quality of
t2_hard_0143,test2.csv,non-word,trans,established,compoennts,of,components,nonword edit=trans,masculinizing hormone treatments are established compoennts of management in transgender patients
t2_hard_0144,test2.csv,non-word,trans,clinical,neurologicla,complications,neurological,nonword edit=trans,describe the range of clinical neurologicla complications that have been reported
t2_hard_0145,test2.csv,non-word,trans,for,aletrnative,clinical,alternative,nonword edit=trans,licensure and instead arrange for aletrnative clinical duties consistent with routine
t2_hard_0146,test2.csv,non-word,trans,multi-centre,retrospetcive,observational,retrospective,nonword edit=trans,methods this study was multi-centre retrospetcive observational study
t2_hard_0147,test2.csv,non-word,trans,and,cnosequences,of,consequences,nonword edit=trans,higher neuroticism and fear and cnosequences of contagion were predictors of
t2_hard_0148,test2.csv,non-word,trans,in,neutrailzing,variety,neutralizing,nonword edit=trans,uvc light is effective in neutrailzing variety of pathogens among others
t2_hard_0149,test2.csv,non-word,trans,has,highligthed,the,highlighted,nonword edit=trans,infections on global level has highligthed the need for accurate transparent
t2_hard_0150,test2.csv,non-word,trans,protective,qeuipment,ppe,equipment,nonword edit=trans,and non-deferrable procedures personal protective qeuipment ppe and hospital protocols for
t2_hard_0151,test2.csv,non-word,rep,diabetes,hyperlipzdemia,hyperuricemia,hyperlipidemia,nonword edit=rep,medical histories of type diabetes hyperlipzdemia hyperuricemia and gout attack
t2_hard_0152,test2.csv,non-word,rep,of,comorbisities,and,comorbidities,nonword edit=rep,to examine the role of comorbisities and complications in predicting in-hospital
t2_hard_0153,test2.csv,non-word,rep,telehealth,telembdicine,services,telemedicine,nonword edit=rep,guidance to users remote telehealth telembdicine services offer qualified actions that
t2_hard_0154,test2.csv,non-word,rep,and,rewresentation,at,representation,nonword edit=rep,part looks at coordination and rewresentation at protest events and in
t2_hard_0155,test2.csv,non-word,rep,for,confousding,sars-cov-2,confounding,nonword edit=rep,of convalescent plasma donors for confousding sars-cov-2 presentation and for seroprevalence
t2_hard_0156,test2.csv,non-word,rep,were,signifigantly,higher,significantly,nonword edit=rep,d-dimer concentrations were signifigantly higher in severe patients against
t2_hard_0157,test2.csv,non-word,rep,acute,respiratoiy,syndrome,respiratory,nonword edit=rep,objectives the severe acute respiratoiy syndrome coronavirus sars-cov-2 pandemic has
t2_hard_0158,test2.csv,non-word,rep,has,acceleraled,the,accelerated,nonword edit=rep,introduction the covid-19 pandemic has acceleraled the uptake and adoption of
t2_hard_0159,test2.csv,non-word,rep,was,dispknsable,since,dispensable,nonword edit=rep,its membrane binding function was dispknsable since loss of the inhibitory
t2_hard_0160,test2.csv,non-word,rep,who,partycipated,ranged,participated,nonword edit=rep,students of the parents who partycipated ranged in age from to
t2_hard_0161,test2.csv,non-word,ins,high,seroprdevalence,observed,seroprevalence,nonword edit=ins,conclusion the high seroprdevalence observed can be partially explained
t2_hard_0162,test2.csv,non-word,ins,the,prloliferation,of,proliferation,nonword edit=ins,the globe has favored the prloliferation of studies which lack scientific
t2_hard_0163,test2.csv,non-word,ins,with,hyperuricemifa,especially,hyperuricemia,nonword edit=ins,of gout and those with hyperuricemifa especially when used at higher
t2_hard_0164,test2.csv,non-word,ins,environment,ischemich,stroke,ischemic,nonword edit=ins,multi-factorial stress conditions genotoxic environment ischemich stroke of unclear aetiology phenotypic
t2_hard_0165,test2.csv,non-word,ins,young,populatioin,is,population,nonword edit=ins,reproductive system of the young populatioin is preordained for subsequent disorders
t2_hard_0166,test2.csv,non-word,del,csdmards,methotexate,leflunomide,methotrexate,nonword edit=del,synthetic disease-modifying antirheumatic drugs csdmards methotexate leflunomide sulfasalazine patients with biologic
t2_hard_0167,test2.csv,non-word,del,by,constucting,industry-level,constructing,nonword edit=del,health-related incentives to automate by constucting industry-level measures of worker exposure
t2_hard_0168,test2.csv,non-word,del,inhibitors,specifially,versus,specifically,nonword edit=del,of the reported 3clpro inhibitors specifially versus cathepsin raises potential safety
t2_hard_0169,test2.csv,non-word,del,on,istributive,justice,distributive,nonword edit=del,emerged with an emphasis on istributive justice which establishes the provision
t2_hard_0170,test2.csv,non-word,del,however,collabration,between,collaboration,nonword edit=del,until recently however collabration between city planners and the
t2_hard_0171,test2.csv,covid-normalization,covid-18-variant,confirmed,covid18_18,hospital,covid-19,normalize covid18_18 -> covid-19,laboratory confirmed admissions laboratory confirmed covid18_18 hospital admissions data were collected
t2_hard_0172,test2.csv,covid-normalization,covid-18-variant,affecting,covid-1818,clinical,covid-19,normalize covid-1818 -> covid-19,demographic and vaccination status affecting covid-1818 clinical outcomes and describe viral
t2_hard_0173,test2.csv,covid-normalization,covid-18-variant,with,covid00018,there,covid-19,normalize covid00018 -> covid-19,network centers treating patients with covid00018 there were no relevant shortcomings
t2_hard_0174,test2.csv,covid-normalization,covid-18-variant,severe,covid1818,acute,covid-19,normalize covid1818 -> covid-19,outcome comprising of mortality severe covid1818 acute respiratory distress syndrome ards
t2_hard_0175,test2.csv,covid-normalization,covid-18-variant,specific,covid0018,related,covid-19,normalize covid0018 -> covid-19,general health questionnaire-12 specific covid0018 related anxiety questions the coping
t2_hard_0176,test2.csv,covid-normalization,covid-18-variant,turkey,covid_2018,treatment,covid-19,normalize covid_2018 -> covid-19,ministry of health of turkey covid_2018 treatment guideline and expert opinions
t2_hard_0177,test2.csv,covid-normalization,covid-18-variant,pandemic,covid_018,brought,covid-19,normalize covid_018 -> covid-19,summary the coronavirus pandemic covid_018 brought up discussions about improvements
t2_hard_0178,test2.csv,covid-normalization,covid-18-variant,diagnosed,covid-018,infection,covid-19,normalize covid-018 -> covid-19,with increased rates of diagnosed covid-018 infection within households in counties
t2_hard_0179,test2.csv,covid-normalization,covid-18-variant,disease,covid118,the,covid-19,normalize covid118 -> covid-19,causing pandemic of coronavirus disease covid118 the worldwide transmission of covid-19
t2_hard_0180,test2.csv,covid-normalization,covid-18-variant,for,covid-0018,infection,covid-19,normalize covid-0018 -> covid-19,the recommended indicator for covid-0018 infection is the indicator of
t2_hard_0181,test2.csv,general-english,dist2_del_rep,optimizing,psevetion,and,prevention,general-English nonword edit=dist2_del_rep,in hiv population and optimizing psevetion and treatment services in the
t2_hard_0182,test2.csv,general-english,dist2_del_rep,analysis,etweez,suspected,between,general-English nonword edit=dist2_del_rep,correlations and time-series lag analysis etweez suspected and confirmed covid-19 hospital
t2_hard_0183,test2.csv,general-english,dist2_del_rep,covid-19,alhoqgh,no,although,general-English nonword edit=dist2_del_rep,under the influence of covid-19 alhoqgh no significant relationship was found
t2_hard_0184,test2.csv,general-english,dist2_del_rep,rfid,tectology,is,technology,general-English nonword edit=dist2_del_rep,machine is developed the rfid tectology is used to scan the
t2_hard_0185,test2.csv,general-english,dist2_del_rep,general,pjblc,healthcare,public,general-English nonword edit=dist2_del_rep,most important recommendations for general pjblc healthcare professionals who are directly
t2_hard_0186,test2.csv,general-english,rep,ecological,determinahts,of,determinants,general-English nonword edit=rep,chapter we focus on ecological determinahts of health including the urgent
t2_hard_0187,test2.csv,general-english,rep,an,infectioun,disease,infectious,general-English nonword edit=rep,present mathematical model of an infectioun disease according to the characteristics
t2_hard_0188,test2.csv,general-english,rep,systematic,citerature,search,literature,general-English nonword edit=rep,methods we performed systematic citerature search from several databases on
t2_hard_0189,test2.csv,general-english,trans,group,intervnetion,integrating,intervention,general-English nonword edit=trans,novel 10-session manualized telehealth group intervnetion integrating skills training and social
t2_hard_0190,test2.csv,general-english,trans,its,evlauation,using,evaluation,general-English nonword edit=trans,spread and most importantly its evlauation using model-based parameter estimation method
t2_hard_0191,test2.csv,negative,do-no-harm,and,communications,technology,communications,should remain unchanged,beginning of the information and communications technology revolution all of the
t2_hard_0192,test2.csv,negative,do-no-harm,were,significantly,higher,significantly,should remain unchanged,that the d-dimer concentrations were significantly higher in patients with more
t2_hard_0193,test2.csv,negative,do-no-harm,consumerism,particularly,how,particularly,should remain unchanged,consequences of the growing consumerism particularly how carbon footprints of the
t2_hard_0194,test2.csv,negative,do-no-harm,the,protective,performance,protective,should remain unchanged,sign monitors coatings enable the protective performance of devices and equipment
t2_hard_0195,test2.csv,negative,do-no-harm,immune,alterations,engendered,alterations,should remain unchanged,in the setting of immune alterations engendered by their malignancy and
t2_hard_0196,test2.csv,negative,do-no-harm,non-shared,variants,and,variants,should remain unchanged,pathogenic when compared with non-shared variants and showed higher variant-allele-fraction
t2_hard_0197,test2.csv,negative,do-no-harm,computational,techniques,allowed,techniques,should remain unchanged,results from the computational techniques allowed us to identify potential
t2_hard_0198,test2.csv,negative,do-no-harm,for,different,industries,different,should remain unchanged,its causes and consequences for different industries construction and real estate
t2_hard_0199,test2.csv,negative,do-no-harm,the,problem,of,problem,should remain unchanged,self-knowledge distillation to address the problem of differentiating covid-19 from pneumonia
t2_hard_0200,test2.csv,negative,do-no-harm,are,becoming,more,becoming,should remain unchanged,consequently host immune factors are becoming more recognized as potential biomarkers
ROW001_NW,row_1,non-word,transpose,novel,dientified,lineage,identified,Injected typo from provided title/abstract,novel dientified lineage
ROW002_NW,row_2,non-word,delete,that,idetified,8,identified,Injected typo from provided title/abstract,that idetified 8
ROW003_NW,row_3,non-word,insert,omicron,vaxriant,of,variant,Injected typo from provided title/abstract,omicron vaxriant of
ROW004_NW,row_4,non-word,substitute,lytic,infectioc,by,infection,Injected typo from provided title/abstract,lytic infectioc by
ROW005_NW,row_5,non-word,double,assess,aiginficant,predictive,significant,Injected typo from provided title/abstract,assess aiginficant predictive
ROW006_NW,row_6,non-word,transpose,faculty,developmnet,gaps,development,Injected typo from provided title/abstract,faculty developmnet gaps
ROW007_NW,row_7,non-word,delete,of,ranslation,and,translation,Injected typo from provided title/abstract,of ranslation and
ROW008_NW,row_8,non-word,insert,royal,colleghe,,college,Injected typo from provided title/abstract,royal colleghe
ROW009_NW,row_9,non-word,substitute,conferred,protectioi,only,protection,Injected typo from provided title/abstract,conferred protectioi only
ROW010_NW,row_10,non-word,double,depressed,patieens,respond,patients,Injected typo from provided title/abstract,depressed patieens respond
ROW011_NW,row_11,non-word,transpose,mental,helath,health,health,Injected typo from provided title/abstract,mental helath health
ROW012_NW,row_12,non-word,delete,was,asociated,with,associated,Injected typo from provided title/abstract,was asociated with
ROW013_NW,row_13,non-word,insert,antiviral,ltarget,initiating,target,Injected typo from provided title/abstract,antiviral ltarget initiating
ROW014_NW,row_14,non-word,substitute,by,revibwing,the,reviewing,Injected typo from provided title/abstract,by revibwing the
ROW015_NW,row_15,non-word,double,for,stuendts,the,students,Injected typo from provided title/abstract,for stuendts the
ROW016_NW,row_16,non-word,transpose,providers,conclusiosn,the,conclusions,Injected typo from provided title/abstract,providers conclusiosn the
ROW017_NW,row_17,non-word,delete,medical,therpy,secondly,therapy,Injected typo from provided title/abstract,medical therpy secondly
ROW018_NW,row_18,non-word,insert,covid-19,ibnfection,the,infection,Injected typo from provided title/abstract,covid-19 ibnfection the
ROW019_NW,row_19,non-word,substitute,covid-19,pandcmic,hong,pandemic,Injected typo from provided title/abstract,covid-19 pandcmic hong
ROW020_NW,row_20,non-word,double,gastrointestinal,symtpomus,and,symptoms,Injected typo from provided title/abstract,gastrointestinal symtpomus and
ROW021_NW,row_21,non-word,transpose,to,spuport,home,support,Injected typo from provided title/abstract,to spuport home
ROW022_NW,row_22,non-word,delete,embolism,managment,the,management,Injected typo from provided title/abstract,embolism managment the
ROW023_NW,row_23,non-word,insert,acute,respiratoriy,distress,respiratory,Injected typo from provided title/abstract,acute respiratoriy distress
ROW024_NW,row_24,non-word,substitute,coronavirus,disevse,2019,disease,Injected typo from provided title/abstract,coronavirus disevse 2019
ROW025_NW,row_25,non-word,double,closely,rlaied,to,related,Injected typo from provided title/abstract,closely rlaied to
ROW026_NW,row_26,non-word,transpose,33,sutdies,including,studies,Injected typo from provided title/abstract,33 sutdies including
ROW027_NW,row_27,non-word,delete,the,ffect,of,effect,Injected typo from provided title/abstract,the ffect of
ROW028_NW,row_28,non-word,insert,and,zmortality,due,mortality,Injected typo from provided title/abstract,and zmortality due
ROW029_NW,row_29,non-word,substitute,were,identijied,fifty-four,identified,Injected typo from provided title/abstract,were identijied fifty-four
ROW030_NW,row_30,non-word,double,in,paties,who,patients,Injected typo from provided title/abstract,in paties who
ROW031_NW,row_31,non-word,transpose,the,pateint,the,patient,Injected typo from provided title/abstract,the pateint the
ROW032_NW,row_32,non-word,delete,antibody,seroprealence,in,seroprevalence,Injected typo from provided title/abstract,antibody seroprealence in
ROW033_NW,row_33,non-word,insert,was,assoeciated,with,associated,Injected typo from provided title/abstract,was assoeciated with
ROW034_NW,row_34,non-word,substitute,,ryply,to,reply,Injected typo from provided title/abstract,ryply to
ROW035_NW,row_35,non-word,double,does,veapimg,increase,vaping,Injected typo from provided title/abstract,does veapimg increase
ROW036_NW,row_36,non-word,transpose,a,apndemic,,pandemic,Injected typo from provided title/abstract,a apndemic
ROW037_NW,row_37,non-word,transpose,risk,fcators,for,factors,Injected typo from provided title/abstract,risk fcators for
ROW038_NW,row_38,non-word,insert,utilizing,gzoogle,trends,google,Injected typo from provided title/abstract,utilizing gzoogle trends
ROW039_NW,row_39,non-word,substitute,,anerican,society,american,Injected typo from provided title/abstract,anerican society
ROW040_NW,row_40,non-word,double,united,tsatjs,during,states,Injected typo from provided title/abstract,united tsatjs during
ROW041_NW,row_41,non-word,transpose,covid-19,infetcion,is,infection,Injected typo from provided title/abstract,covid-19 infetcion is
ROW042_NW,row_42,non-word,delete,incorporating,pedesrian,movement,pedestrian,Injected typo from provided title/abstract,incorporating pedesrian movement
ROW043_NW,row_43,non-word,insert,s,disenase,or,disease,Injected typo from provided title/abstract,s disenase or
ROW044_NW,row_44,non-word,substitute,the,revaew,largely,review,Injected typo from provided title/abstract,the revaew largely
ROW045_NW,row_45,non-word,double,multicentre,retrospetiev,cohort,retrospective,Injected typo from provided title/abstract,multicentre retrospetiev cohort
ROW046_NW,row_46,non-word,transpose,often,associatde,with,associated,Injected typo from provided title/abstract,often associatde with
ROW047_NW,row_47,non-word,delete,in,immunoompromised,covid-19,immunocompromised,Injected typo from provided title/abstract,in immunoompromised covid-19
ROW048_NW,row_48,non-word,insert,synthesizes,complyex,relationships,complex,Injected typo from provided title/abstract,synthesizes complyex relationships
ROW049_NW,row_49,non-word,substitute,syndrome,withzut,respiratory,without,Injected typo from provided title/abstract,syndrome withzut respiratory
ROW050_NW,row_50,non-word,double,cognitive,funcitoan,in,function,Injected typo from provided title/abstract,cognitive funcitoan in
ROW051_NW,row_51,non-word,transpose,the,prtoein,revealing,protein,Injected typo from provided title/abstract,the prtoein revealing
ROW052_NW,row_52,non-word,delete,several,mthods,have,methods,Injected typo from provided title/abstract,several mthods have
ROW053_NW,row_53,non-word,insert,covid-19,clisnical,trials,clinical,Injected typo from provided title/abstract,covid-19 clisnical trials
ROW054_NW,row_54,non-word,substitute,on,yisease,severity,disease,Injected typo from provided title/abstract,on yisease severity
ROW055_NW,row_55,non-word,double,nervous,sstme,including,system,Injected typo from provided title/abstract,nervous sstme including
ROW056_NW,row_56,non-word,transpose,person-centred,appraoch,and,approach,Injected typo from provided title/abstract,person-centred appraoch and
ROW057_NW,row_57,non-word,delete,5,inclding,12,including,Injected typo from provided title/abstract,05 inclding 12
ROW058_NW,row_58,non-word,insert,the,bindingg,of,binding,Injected typo from provided title/abstract,the bindingg of
ROW059_NW,row_59,non-word,substitute,of,finxings,from,findings,Injected typo from provided title/abstract,of finxings from
ROW060_NW,row_60,non-word,double,organization,developqmenv,differentiation,development,Injected typo from provided title/abstract,organization developqmenv differentiation
ROW061_NW,row_61,non-word,transpose,the,asmples,and,samples,Injected typo from provided title/abstract,the asmples and
ROW062_NW,row_62,non-word,delete,with,infctions,of,infections,Injected typo from provided title/abstract,with infctions of
ROW063_NW,row_63,non-word,insert,the,patieants,and,patients,Injected typo from provided title/abstract,the patieants and
ROW064_NW,row_64,non-word,substitute,deaths,reptrted,among,reported,Injected typo from provided title/abstract,deaths reptrted among
ROW065_NW,row_65,non-word,double,vitro,tusdies,no,studies,Injected typo from provided title/abstract,vitro tusdies no
ROW066_NW,row_66,non-word,transpose,positive,ersults,for,results,Injected typo from provided title/abstract,positive ersults for
ROW067_NW,row_67,non-word,delete,the,umber,of,number,Injected typo from provided title/abstract,the umber of
ROW068_NW,row_68,non-word,insert,the,posisible,underlining,possible,Injected typo from provided title/abstract,the posisible underlining
ROW069_NW,row_69,non-word,substitute,24,eurspean,countries,european,Injected typo from provided title/abstract,24 eurspean countries
