case_id,category,prev,wrong,next,expected,corrected,decision,pass,bigram_prev_orig,bigram_prev_corr,bigram_orig_next,bigram_corr_next,dynamic_keep_bonus,dynamic_margin,dynamic_threshold,orig_left,orig_bi_diag
1068,real-word,to,investigates,vaers,investigate,investigate,Real-word error,True,1,2339,0,0,,,,,
1069,real-word,logistic,repression,and,regression,regression,Real-word error,True,0,1270,2,172,,,,,
1070,real-word,cultural,determinant,of,determinants,determinants,Real-word error,True,0,4,129,525,,,,,
1071,real-word,molecule,inhibitory,and,inhibitors,inhibitors,Real-word error,True,0,66,12,158,,,,,
1072,real-word,to,considers,potential,consider,consider,Real-word error,True,0,352,0,2,,,,,
1073,real-word,be,completes,virtually,completed,completed,Real-word error,True,0,68,0,0,,,,,
1074,real-word,quantitative,structures,activity,structure,structure,Real-word error,True,0,40,0,92,,,,,
1075,real-word,to,evaluated,potential,evaluate,evaluate,Real-word error,True,2,2804,3,12,,,,,
1076,real-word,open,innovations,become,innovation,innovation,Real-word error,True,0,30,0,0,,,,,
1077,real-word,in,parallels,to,parallel,parallel,Real-word error,True,1,171,4,30,,,,,
1078,real-word,molecule,inhibitory,might,inhibitors,inhibitors,Real-word error,True,0,66,0,1,,,,,
1079,real-word,to,improves,visitors,improve,improve,Real-word error,True,0,2816,0,0,,,,,
1080,real-word,to,compares,covid-19,compare,compare,Real-word error,True,0,888,0,3,,,,,
1081,real-word,taken,altogether,both,together,together,Real-word error,True,0,388,0,5,,,,,
1082,real-word,covid-19,induces,exhaustion,induced,induced,Real-word error,True,0,37,0,0,,,,,
1083,real-word,information,sourced,affect,sources,sources,Real-word error,True,0,55,0,0,,,,,
1084,real-word,should,considers,tpb,consider,consider,Real-word error,True,0,126,0,0,,,,,
1085,real-word,have,creates,fast,created,created,Real-word error,True,0,47,0,0,,,,,
1086,real-word,news,particles,journals,articles,articles,Real-word error,True,0,50,0,0,,,,,
1087,real-word,already,completes,actions,completed,completed,Real-word error,True,0,1,0,0,,,,,
1088,real-word,for,australis,focusing,australia,australia,Real-word error,True,0,4,0,0,,,,,
1089,real-word,multivariable,adjustments,of,adjustment,adjustment,Real-word error,True,0,5,12,46,,,,,
1090,non-word,social,resonsibilkty,finance,responsibility,responsibility,Non-word error,True,0,112,0,0,,,,,
1091,non-word,and,collaboravon,between,collaboration,collaboration,Non-word error,True,0,71,0,85,,,,,
1092,non-word,economic,glebalizatio,and,globalization,globalization,Non-word error,True,0,6,0,59,,,,,
1093,non-word,in,cardothorucic,surgery,cardiothoracic,cardiothoracic,Non-word error,True,0,2,0,15,,,,,
1094,non-word,between,ontiseiure,drugs,antiseizure,antiseizure,Non-word error,True,0,0,0,1,,,,,
1095,non-word,teaching,multipicatdon,to,multiplication,multiplication,Non-word error,True,0,0,0,0,,,,,
1096,non-word,the,intenationll,academy,international,international,Non-word error,True,0,593,0,3,,,,,
1097,non-word,of,sqreptooccus,mitis,streptococcus,streptococcus,Non-word error,True,0,48,0,3,,,,,
1098,non-word,dramatically,icqeasing,worldwide,increasing,increasing,Non-word error,True,0,2,0,25,,,,,
1099,non-word,text,clasifivrs,developed,classifiers,classifiers,Non-word error,True,0,1,0,0,,,,,
1100,non-word,assess,difqerencs,in,differences,differences,Non-word error,True,0,15,0,1975,,,,,
1101,non-word,that,cliiciins,can,clinicians,clinicians,Non-word error,True,0,16,0,7,,,,,
1102,non-word,reopening,skcietes,and,societies,societies,Non-word error,True,0,0,0,52,,,,,
1103,non-word,long,mantnined,that,maintained,maintained,Non-word error,True,0,0,0,1,,,,,
1104,non-word,strong,preditoq,latitude,predictor,predictor,Non-word error,True,0,16,0,0,,,,,
1105,non-word,symptom,ervalence,among,prevalence,prevalence,Non-word error,True,0,4,0,27,,,,,
1106,non-word,transfer,imeratie,model,iterative,iterative,Non-word error,True,0,0,0,1,,,,,
1107,non-word,were,permormd,for,performed,performed,Non-word error,True,0,1038,0,164,,,,,
1108,non-word,on,equlnbrium,steady,equilibrium,equilibrium,Non-word error,True,0,0,0,1,,,,,
1109,non-word,social,disanking,and,distancing,distancing,Non-word error,True,0,478,0,104,,,,,
1110,non-word,wide,deploymei,of,deployment,deployment,Non-word error,True,0,0,0,127,,,,,
1111,non-word,,heuerlogous,nvsi-06-08,heterologous,heterologous,Non-word error,True,0,0,0,0,,,,,
1112,non-word,coronavirus,inecrions,in,infections,infections,Non-word error,True,0,24,0,945,,,,,
1113,non-word,elevated,coparkd,with,compared,compared,Non-word error,True,0,6,0,3201,,,,,
1114,non-word,new,technolmgie,and,technologies,technologies,Non-word error,True,0,139,0,224,,,,,
1115,non-word,the,gesraphic,distribution,geographic,geographic,Non-word error,True,0,61,0,42,,,,,
1116,non-word,learning,resagch,association,research,research,Non-word error,True,0,14,0,0,,,,,
1117,non-word,of,polluatt,concentrations,pollutant,pollutant,Non-word error,True,0,11,0,4,,,,,
1118,non-word,regarding,paiencs,characteristics,patients,patients,Non-word error,True,0,13,0,34,,,,,
1119,non-word,the,coroaviridoe,are,coronaviridae,coronaviridae,Non-word error,True,0,9,0,2,,,,,
1120,non-word,are,nonvteless,expected,nonetheless,nonetheless,Non-word error,True,0,1,0,0,,,,,
1121,non-word,quantitative,valysis,of,analysis,analysis,Non-word error,True,0,133,0,4881,,,,,
1122,non-word,with,meicatiln,are,medication,medication,Non-word error,True,0,16,0,2,,,,,
1123,non-word,the,recevor,operating,receiver,receiver,Non-word error,True,0,230,0,375,,,,,
1124,non-word,desired,fficlcy,and,efficacy,efficacy,Non-word error,True,0,3,0,654,,,,,
1125,non-word,and,recobry,predictors,recovery,recovery,Non-word error,True,0,129,0,0,,,,,
1126,non-word,drug,mported,to,reported,reported,Non-word error,True,0,0,0,427,,,,,
1127,non-word,for,intensij,care,intensive,intensive,Non-word error,True,0,72,0,2281,,,,,
1128,non-word,on,pragmatv,actions,pragmatic,pragmatic,Non-word error,True,0,1,0,0,,,,,
1129,non-word,and,stsuctral,analysis,structural,structural,Non-word error,True,0,261,0,47,,,,,
1130,non-word,health-care,wnrkes,and,workers,workers,Non-word error,True,0,0,0,177,,,,,
1131,non-word,binding,eergiei,of,energies,energies,Non-word error,True,0,31,0,17,,,,,
1132,non-word,of,proejns,the,proteins,proteins,Non-word error,True,0,347,0,122,,,,,
1133,non-word,association,etseen,acei,between,between,Non-word error,True,0,1473,0,0,,,,,
1134,non-word,was,taried,out,carried,carried,Non-word error,True,0,495,0,1407,,,,,
1135,non-word,often,rherred,to,referred,referred,Non-word error,True,0,16,0,357,,,,,
1136,non-word,while,pevevting,spread,preventing,preventing,Non-word error,True,0,6,0,1,,,,,
1137,non-word,the,protpn,binding,protein,protein,Non-word error,True,0,590,0,53,,,,,
1138,non-word,and,mendl,stressors,mental,mental,Non-word error,True,0,505,0,1,,,,,
1139,non-word,services,strpgge,to,struggle,struggle,Non-word error,True,0,0,0,40,,,,,
1140,non-word,of,inrtahepatic,ducts,intrahepatic,intrahepatic,Non-word error,True,0,0,0,0,,,,,
1141,non-word,the,relatiosnhip,of,relationship,relationship,Non-word error,True,0,1784,0,143,,,,,
1142,non-word,established,compoennts,of,components,components,Non-word error,True,0,0,0,679,,,,,
1143,non-word,clinical,neurologicla,complications,neurological,neurological,Non-word error,True,0,1,0,59,,,,,
1144,non-word,for,aletrnative,clinical,alternative,alternative,Non-word error,True,0,41,0,1,,,,,
1145,non-word,multi-centre,retrospetcive,observational,retrospective,retrospective,Non-word error,True,0,0,0,145,,,,,
1146,non-word,and,cnosequences,of,consequences,consequences,Non-word error,True,0,102,0,529,,,,,
1147,non-word,in,neutrailzing,variety,neutralizing,neutralizing,Non-word error,True,0,9,0,0,,,,,
1148,non-word,has,highligthed,the,highlighted,highlighted,Non-word error,True,0,58,0,223,,,,,
1149,non-word,protective,qeuipment,ppe,equipment,equipment,Non-word error,True,0,226,0,84,,,,,
1150,non-word,diabetes,hyperlipzdemia,hyperuricemia,hyperlipidemia,hyperlipidemia,Non-word error,True,0,1,0,0,,,,,
1151,non-word,of,comorbisities,and,comorbidities,comorbidities,Non-word error,True,0,59,0,115,,,,,
1152,non-word,telehealth,telembdicine,services,telemedicine,telemedicine,Non-word error,True,0,0,0,21,,,,,
1153,non-word,and,rewresentation,at,representation,representation,Non-word error,True,0,8,0,3,,,,,
1154,non-word,for,confousding,sars-cov-2,confounding,confounding,Non-word error,True,0,37,0,0,,,,,
1155,non-word,were,signifigantly,higher,significantly,significantly,Non-word error,True,0,1412,0,1162,,,,,
1156,non-word,acute,respiratoiy,syndrome,respiratory,respiratory,Non-word error,True,0,1790,0,697,,,,,
1157,non-word,has,acceleraled,the,accelerated,accelerated,Non-word error,True,0,23,0,36,,,,,
1158,non-word,was,dispknsable,since,dispensable,dispensable,Non-word error,True,0,2,0,0,,,,,
1159,non-word,who,partycipated,ranged,participated,participated,Non-word error,True,0,78,0,0,,,,,
1160,non-word,high,seroprdevalence,observed,seroprevalence,seroprevalence,Non-word error,True,0,7,0,0,,,,,
1161,non-word,the,prloliferation,of,proliferation,proliferation,Non-word error,True,0,206,0,264,,,,,
1162,non-word,with,hyperuricemifa,especially,hyperuricemia,hyperuricemia,Non-word error,True,0,3,0,0,,,,,
1163,non-word,environment,ischemich,stroke,ischemic,ischemic,Non-word error,True,0,0,0,224,,,,,
1164,non-word,young,populatioin,is,population,population,Non-word error,True,0,9,0,165,,,,,
1165,non-word,csdmards,methotexate,leflunomide,methotrexate,methotrexate,Non-word error,True,0,0,0,0,,,,,
1166,non-word,by,constucting,industry-level,constructing,constructing,Non-word error,True,0,32,0,0,,,,,
1167,non-word,inhibitors,specifially,versus,specifically,specifically,Non-word error,True,0,2,0,0,,,,,
1168,non-word,on,istributive,justice,distributive,distributive,Non-word error,True,0,0,0,8,,,,,
1169,non-word,however,collabration,between,collaboration,collaboration,Non-word error,True,0,0,0,85,,,,,
1170,covid-normalization,confirmed,covid18_18,hospital,covid-19,covid-19,Real-word error,True,0,131,0,4,,,,,
1171,covid-normalization,affecting,covid-1818,clinical,covid-19,covid-19,Real-word error,True,0,0,0,20,,,,,
1172,covid-normalization,with,covid00018,there,covid-19,covid-19,Real-word error,True,0,918,0,28,,,,,
1173,covid-normalization,severe,covid1818,acute,covid-19,covid-19,Real-word error,True,0,208,0,2,,,,,
1174,covid-normalization,specific,covid0018,related,covid-19,covid-19,Real-word error,True,0,4,0,211,,,,,
1175,covid-normalization,turkey,covid_2018,treatment,covid-19,covid-19,Real-word error,True,0,0,0,27,,,,,
1176,covid-normalization,pandemic,covid_018,brought,covid-19,covid-19,Real-word error,True,0,49,0,4,,,,,
1177,covid-normalization,diagnosed,covid-018,infection,covid-19,covid-19,Real-word error,True,0,4,0,545,,,,,
1178,covid-normalization,disease,covid118,the,covid-19,covid-19,Real-word error,True,0,570,0,248,,,,,
1179,covid-normalization,for,covid-0018,infection,covid-19,covid-19,Real-word error,True,0,582,0,545,,,,,
1180,general-english,optimizing,psevetion,and,prevention,prevention,Non-word error,True,0,0,0,889,,,,,
1181,general-english,analysis,etweez,suspected,between,between,Non-word error,True,0,23,0,0,,,,,
1182,general-english,covid-19,alhoqgh,no,although,although,Non-word error,True,0,10,0,32,,,,,
1183,general-english,rfid,tectology,is,technology,technology,Non-word error,True,0,5,0,171,,,,,
1184,general-english,general,pjblc,healthcare,public,public,Non-word error,True,0,133,0,42,,,,,
1185,general-english,ecological,determinahts,of,determinants,determinants,Non-word error,True,0,1,0,525,,,,,
1186,general-english,an,infectioun,disease,infectious,infectious,Non-word error,True,0,203,0,980,,,,,
1187,general-english,systematic,citerature,search,literature,literature,Non-word error,True,0,227,0,203,,,,,
1188,general-english,group,intervnetion,integrating,intervention,intervention,Non-word error,True,0,23,0,3,,,,,
1189,general-english,its,evlauation,using,evaluation,evaluation,Non-word error,True,0,6,0,26,,,,,
1190,negative,and,communications,technology,communications,communications,Correct,True,35,35,10,10,,,,,
1191,negative,were,significantly,higher,significantly,significantly,Correct,True,1412,1412,1162,1162,,,,,
1192,negative,consumerism,particularly,how,particularly,particularly,Correct,True,0,0,2,2,,,,,
1193,negative,the,protective,performance,protective,protective,Correct,True,275,275,2,2,,,,,
1194,negative,immune,alterations,engendered,alterations,alterations,Correct,True,1,1,0,0,,,,,
1195,negative,non-shared,variants,and,variants,variants,Correct,True,0,0,85,85,,,,,
1196,negative,computational,techniques,allowed,techniques,techniques,Correct,True,19,19,2,2,,,,,
1197,negative,for,different,industries,different,different,Correct,True,295,295,12,12,,,,,
1198,negative,the,problem,of,problem,problem,Correct,True,673,673,489,489,,,,,
1199,negative,are,becoming,more,becoming,becoming,Correct,True,142,142,75,75,,,,,
1200,non-word,novel,dientified,lineage,identified,identified,Non-word error,True,0,2,0,0,,,,,
1201,non-word,that,idetified,8,identified,identified,Non-word error,True,0,12,0,0,,,,,
1202,non-word,omicron,vaxriant,of,variant,variant,Non-word error,True,0,4,0,124,,,,,
1203,non-word,lytic,infectioc,by,infection,infection,Non-word error,True,0,12,0,275,,,,,
1204,non-word,assess,aiginficant,predictive,significant,significant,Non-word error,True,0,0,0,7,,,,,
1205,non-word,faculty,developmnet,gaps,development,development,Non-word error,True,0,5,0,1,,,,,
1206,non-word,of,ranslation,and,translation,translation,Non-word error,True,0,40,0,97,,,,,
1207,non-word,royal,colleghe,,college,college,Non-word error,True,0,30,0,0,,,,,
1208,non-word,conferred,protectioi,only,protection,protection,Non-word error,True,0,13,0,2,,,,,
1209,non-word,depressed,patieens,respond,patients,patients,Non-word error,True,0,6,0,5,,,,,
1210,non-word,mental,helath,health,health,health,Non-word error,True,0,2755,0,13,,,,,
1211,non-word,was,asociated,with,associated,associated,Non-word error,True,0,1482,1,11579,,,,,
1212,non-word,antiviral,ltarget,initiating,target,target,Non-word error,True,0,7,0,0,,,,,
1213,non-word,by,revibwing,the,reviewing,reviewing,Non-word error,True,0,35,0,56,,,,,
1214,non-word,for,stuendts,the,students,students,Non-word error,True,0,145,0,124,,,,,
1215,non-word,providers,conclusiosn,the,conclusions,conclusions,Non-word error,True,0,3,0,1112,,,,,
1216,non-word,medical,therpy,secondly,therapy,therapy,Non-word error,True,0,32,0,0,,,,,
1217,non-word,covid-19,ibnfection,the,infection,infection,Non-word error,True,0,545,0,386,,,,,
1218,non-word,covid-19,pandcmic,hong,pandemic,pandemic,Non-word error,True,0,3964,0,0,,,,,
1219,non-word,gastrointestinal,symtpomus,and,symptoms,symptoms,Non-word error,True,0,58,0,667,,,,,
1220,non-word,to,spuport,home,support,support,Non-word error,True,0,1132,0,3,,,,,
1221,non-word,embolism,managment,the,management,management,Non-word error,True,0,0,0,117,,,,,
1222,non-word,acute,respiratoriy,distress,respiratory,respiratory,Non-word error,True,0,1790,0,977,,,,,
1223,non-word,coronavirus,disevse,2019,disease,disease,Non-word error,True,0,705,0,0,,,,,
1224,non-word,closely,rlaied,to,related,related,Non-word error,True,0,312,0,4069,,,,,
1225,non-word,33,sutdies,including,studies,studies,Non-word error,True,0,0,0,71,,,,,
1226,non-word,the,ffect,of,effect,effect,Non-word error,True,0,2229,0,3905,,,,,
1227,non-word,and,zmortality,due,mortality,mortality,Non-word error,True,0,1496,0,49,,,,,
1228,non-word,were,identijied,fifty-four,identified,identified,Non-word error,True,0,1791,0,0,,,,,
1229,non-word,in,paties,who,patients,patients,Non-word error,True,0,5294,0,1695,,,,,
1230,non-word,the,pateint,the,patient,patient,Non-word error,True,0,1886,0,59,,,,,
1231,non-word,antibody,seroprealence,in,seroprevalence,seroprevalence,Non-word error,True,0,1,0,21,,,,,
1232,non-word,was,assoeciated,with,associated,associated,Non-word error,True,0,1482,0,11579,,,,,
1233,non-word,,ryply,to,reply,apply,Non-word error,False,0,0,0,57,,,,,
1234,non-word,does,veapimg,increase,vaping,vaping,Non-word error,True,0,0,0,0,,,,,
1235,non-word,a,apndemic,,pandemic,pandemic,Non-word error,True,0,472,0,0,,,,,
1236,non-word,risk,fcators,for,factors,factors,Non-word error,True,0,2312,0,1056,,,,,
1237,non-word,utilizing,gzoogle,trends,google,google,Non-word error,True,0,0,0,50,,,,,
1238,non-word,,anerican,society,american,american,Non-word error,True,0,0,0,42,,,,,
1239,non-word,united,tsatjs,during,states,states,Non-word error,True,0,1207,0,24,,,,,
1240,non-word,covid-19,infetcion,is,infection,infection,Non-word error,True,0,545,0,528,,,,,
1241,non-word,incorporating,pedesrian,movement,pedestrian,pedestrian,Non-word error,True,0,0,0,2,,,,,
1242,non-word,s,disenase,or,disease,disease,Non-word error,True,0,0,0,145,,,,,
1243,non-word,the,revaew,largely,review,review,Non-word error,True,0,391,0,0,,,,,
1244,non-word,multicentre,retrospetiev,cohort,retrospective,retrospective,Non-word error,True,0,9,0,373,,,,,
1245,non-word,often,associatde,with,associated,associated,Non-word error,True,0,66,0,11579,,,,,
1246,non-word,in,immunoompromised,covid-19,immunocompromised,immunocompromised,Non-word error,True,0,155,0,0,,,,,
1247,non-word,synthesizes,complyex,relationships,complex,complex,Non-word error,True,0,0,0,11,,,,,
1248,non-word,syndrome,withzut,respiratory,without,without,Non-word error,True,0,2,0,8,,,,,
1249,non-word,cognitive,funcitoan,in,function,function,Non-word error,True,0,123,0,521,,,,,
1250,non-word,the,prtoein,revealing,protein,protein,Non-word error,True,0,590,0,1,,,,,
1251,non-word,several,mthods,have,methods,methods,Non-word error,True,0,35,0,190,,,,,
1252,non-word,covid-19,clisnical,trials,clinical,clinical,Non-word error,True,0,20,0,1120,,,,,
1253,non-word,on,yisease,severity,disease,disease,Non-word error,True,0,83,0,346,,,,,
1254,non-word,nervous,sstme,including,system,system,Non-word error,True,0,702,0,32,,,,,
1255,non-word,person-centred,appraoch,and,approach,approach,Non-word error,True,0,0,0,256,,,,,
1256,non-word,5,inclding,12,including,including,Non-word error,True,0,0,0,0,,,,,
1257,non-word,the,bindingg,of,binding,binding,Non-word error,True,0,408,0,274,,,,,
1258,non-word,of,finxings,from,findings,findings,Non-word error,True,0,34,0,328,,,,,
1259,non-word,organization,developqmenv,differentiation,development,development,Non-word error,True,0,2,0,4,,,,,
1260,non-word,the,asmples,and,samples,samples,Non-word error,True,0,201,0,253,,,,,
1261,non-word,with,infctions,of,infections,infections,Non-word error,True,0,39,0,149,,,,,
1262,non-word,the,patieants,and,patients,patients,Non-word error,True,0,1678,0,1950,,,,,
1263,non-word,deaths,reptrted,among,reported,reported,Non-word error,True,0,14,0,23,,,,,
1264,non-word,vitro,tusdies,no,studies,studies,Non-word error,True,0,97,0,5,,,,,
1265,non-word,positive,ersults,for,results,results,Non-word error,True,0,101,0,282,,,,,
1266,non-word,the,umber,of,number,number,Non-word error,True,0,2410,0,6073,,,,,
1267,non-word,the,posisible,underlining,possible,possible,Non-word error,True,0,560,0,0,,,,,
1268,non-word,24,eurspean,countries,european,european,Non-word error,True,0,0,0,177,,,,,
1269,non-word,a,tredtment,delay,treatment,treatment,Non-word error,True,0,177,0,7,,,,,
1270,non-word,coronavirus,diseaes,2019,disease,disease,Non-word error,True,0,705,0,0,,,,,
1271,non-word,del,coronvirus,algunas,coronavirus,coronavirus,Non-word error,True,0,0,0,0,,,,,
1272,non-word,innate,immoune,responses,immune,immune,Non-word error,True,0,618,0,1133,,,,,
1273,non-word,public,healtv,facility,health,health,Non-word error,True,0,3502,0,51,,,,,
1274,non-word,covid-19,ihnfectoin,in,infection,infection,Non-word error,True,0,545,0,1527,,,,,
1275,non-word,mental,haelth,issues,health,health,Non-word error,True,0,2755,0,188,,,,,
1276,non-word,physiology,moreove,the,moreover,moreover,Non-word error,True,0,0,0,610,,,,,
1277,non-word,for,scientfific,researchers,scientific,scientific,Non-word error,True,0,30,0,1,,,,,
1278,non-word,the,ovehall,environmental,overall,overall,Non-word error,True,0,1087,0,2,,,,,
1279,non-word,simply-explainer,identifidd,key,identified,identified,Non-word error,True,0,0,0,34,,,,,
1280,non-word,t2,ifnlammation,makes,inflammation,inflammation,Non-word error,True,0,1,0,0,,,,,
1281,non-word,a,srvey,focusing,survey,survey,Non-word error,True,0,435,0,0,,,,,
1282,non-word,was,reportepd,as,reported,reported,Non-word error,True,0,317,0,166,,,,,
1283,non-word,the,treatmbnt,of,treatment,treatment,Non-word error,True,0,2497,0,3483,,,,,
1284,non-word,age-tailored,nnformajtion,advertising,information,information,Non-word error,True,0,0,0,0,,,,,
1285,non-word,many,differetn,influenza,different,different,Non-word error,True,0,120,0,9,,,,,
1286,non-word,an,imprtant,challenge,important,important,Non-word error,True,0,2584,0,12,,,,,
1287,non-word,in,patbient,outcomes,patient,patient,Non-word error,True,0,270,0,221,,,,,
1288,non-word,vdd-crt,systess,may,systems,systems,Non-word error,True,0,0,0,24,,,,,
1289,non-word,their,bpatientq,at,patients,patients,Non-word error,True,0,85,0,384,,,,,
1290,non-word,cardiovascular,ehalth,of,health,health,Non-word error,True,0,46,0,469,,,,,
1291,non-word,of,tudies,were,studies,studies,Non-word error,True,0,490,0,575,,,,,
1292,non-word,adult,ptatients,with,patients,patients,Non-word error,True,0,477,0,11581,,,,,
1293,non-word,outbreak,surveillanie,,surveillance,surveillance,Non-word error,True,0,4,0,0,,,,,
1294,non-word,ensure,tuberculoss,care,tuberculosis,tuberculosis,Non-word error,True,0,0,0,4,,,,,
1295,non-word,avoiding,reserach,waste,research,research,Non-word error,True,0,0,0,14,,,,,
1296,non-word,hospitalized,patiens,with,patients,patients,Non-word error,True,0,299,0,11581,,,,,
1297,non-word,asymptomatic,carriersk,during,carriers,carriers,Non-word error,True,0,18,0,0,,,,,
1298,non-word,mask,detwction,technology,detection,detection,Non-word error,True,0,1,0,12,,,,,
1299,non-word,conditions,hwever,there,however,however,Non-word error,True,0,26,0,710,,,,,
1300,real-word,clinical,trail,,trial,trial,Real-word error,True,1,741,0,0,,,,,
1301,real-word,drug,trail,,trial,trial,Real-word error,True,0,1,0,0,,,,,
1302,real-word,weight,lose,,loss,loss,Real-word error,True,1,280,0,0,,,,,
1303,real-word,side,affect,,effects,effects,Real-word error,True,0,664,0,0,,,,,
1304,real-word,blood,sell,,cell,cell,Real-word error,True,0,221,0,0,,,,,
1305,real-word,viral,road,,load,load,Real-word error,True,0,331,0,0,,,,,
1306,real-word,acute,hung,,lung,lung,Real-word error,True,0,430,0,0,,,,,
1307,real-word,case,natality,,fatality,fatality,Real-word error,True,0,128,0,0,,,,,
1308,real-word,public,police,,policy,policy,Real-word error,True,1,106,0,0,,,,,
1309,real-word,health,literary,,literacy,literacy,Real-word error,True,0,282,0,0,,,,,
1310,real-word,risk,factory,,factors,factors,Real-word error,True,0,2312,0,0,,,,,
1311,real-word,statistically,significance,,significant,significant,Real-word error,True,0,912,0,0,,,,,
1312,real-word,gene,impression,,expression,expression,Real-word error,True,0,1276,0,0,,,,,
1313,real-word,,trail,results,trial,trial,Real-word error,True,0,0,0,32,,,,,
1314,real-word,,impression,levels,expression,expression,Real-word error,True,0,0,0,401,,,,,
1315,real-word,,natality,rate,fatality,fatality,Real-word error,True,0,0,0,114,,,,,
1316,real-word,,resort,shows,report,report,Real-word error,True,0,0,0,9,,,,,
1317,real-word,,police,measures,policy,policy,Real-word error,True,0,0,0,29,,,,,
1318,real-word,,factory,include,factors,factors,Real-word error,True,0,0,0,27,,,,,
1319,real-word,,significance,difference,significant,significant,Real-word error,True,0,0,3,649,,,,,
1320,real-word,,versus,infection,virus,virus,Real-word error,True,0,0,0,941,,,,,
1321,real-word,,sell,count,cell,cell,Real-word error,True,0,0,0,106,,,,,
1322,real-word,,road,levels,load,load,Real-word error,True,0,0,0,1,,,,,
1323,real-word,,hung,injury,lung,lung,Real-word error,True,0,0,0,934,,,,,
1324,real-word,,lose,of,loss,loss,Real-word error,True,0,0,0,862,,,,,
1325,real-word,statistically,significance,difference,significant,significant,Real-word error,True,0,912,3,649,,,,,
1326,real-word,public,police,measures,policy,policy,Real-word error,True,1,106,0,29,,,,,
1327,real-word,gene,impression,levels,expression,expression,Real-word error,True,0,1276,0,401,,,,,
1328,real-word,case,natality,rate,fatality,fatality,Real-word error,True,0,128,0,114,,,,,
1329,real-word,clinical,trail,results,trial,trial,Real-word error,True,1,741,0,32,,,,,
1330,real-word,weight,lose,of,loss,loss,Real-word error,True,1,280,0,862,,,,,
1331,real-word,side,affect,of,effects,effects,Real-word error,True,0,664,2,4318,,,,,
1332,real-word,blood,sell,count,cell,cell,Real-word error,True,0,221,0,106,,,,,
1333,real-word,viral,road,levels,load,load,Real-word error,True,0,331,0,1,,,,,
1334,real-word,acute,hung,injury,lung,lung,Real-word error,True,0,430,0,934,,,,,
1335,real-word,risk,factory,include,factors,factors,Real-word error,True,0,2312,0,27,,,,,
1336,real-word,health,literary,among,literacy,literacy,Real-word error,True,0,282,0,20,,,,,
1337,covid-normalization,,covid19,,covid-19,covid-19,Real-word error,True,0,0,0,0,,,,,
1338,covid-normalization,,covid 19,,covid-19,covid-19,Real-word error,True,0,0,0,0,,,,,
1339,covid-normalization,,covid-19,,covid-19,covid-19,Correct,True,0,0,0,0,,,,,
1340,covid-normalization,,covid–19,,covid-19,covid-19,Real-word error,True,0,0,0,0,,,,,
1341,covid-normalization,,covid—19,,covid-19,covid-19,Real-word error,True,0,0,0,0,,,,,
1342,covid-normalization,,covid_19,,covid-19,covid-19,Real-word error,True,0,0,0,0,,,,,
1343,covid-normalization,,covid/19,,covid-19,covid-19,Real-word error,True,0,0,0,0,,,,,
1344,covid-normalization,,covid-2019,,covid-19,covid-19,Real-word error,True,0,0,0,0,,,,,
1345,covid-normalization,,covid2019,,covid-19,covid-19,Real-word error,True,0,0,0,0,,,,,
1346,covid-normalization,,covid 2019,,covid-19,covid-19,Real-word error,True,0,0,0,0,,,,,
1347,covid-normalization,,COVID19,,covid-19,covid-19,Real-word error,True,0,0,0,0,,,,,
1348,covid-normalization,,COVID-19,,covid-19,covid-19,Real-word error,True,0,0,0,0,,,,,
1349,covid-normalization,,Covid-19,,covid-19,covid-19,Real-word error,True,0,0,0,0,,,,,
1350,covid-normalization,,CoViD-19,,covid-19,covid-19,Real-word error,True,0,0,0,0,,,,,
1351,covid-normalization,,covid19.,,covid-19,covid-19,Real-word error,True,0,0,0,0,,,,,
1352,covid-normalization,,(covid19),,covid-19,covid-19,Real-word error,True,0,0,0,0,,,,,
1353,covid-normalization,,"covid19,",,covid-19,covid-19,Real-word error,True,0,0,0,0,,,,,
1354,covid-normalization,,"covid-19,",,covid-19,covid-19,Real-word error,True,0,0,0,0,,,,,
1355,covid-normalization,,covid19-related,,covid-19,covid-19,Real-word error,True,0,0,0,0,,,,,
1356,covid-normalization,,covid19related,,covid-19,covid-19,Real-word error,True,0,0,0,0,,,,,
1357,non-word,immune,responce,,response,response,Non-word error,True,0,1480,0,0,,,,,
1358,non-word,gene,exprssion,levels,expression,expression,Non-word error,True,0,1276,0,401,,,,,
1359,non-word,public,polciy,measures,policy,policy,Non-word error,True,0,106,0,29,,,,,
1360,non-word,statistical,signficant,difference,significant,significant,Non-word error,True,0,5,0,649,,,,,
1361,non-word,viral,infeciton,rates,infection,infection,Non-word error,True,0,612,0,83,,,,,
1362,non-word,blood,cel,count,cell,cel,Correct,False,0,0,0,0,,,,,
1363,non-word,patient,symptons,include,symptoms,symptoms,Non-word error,True,0,18,0,15,,,,,
1364,non-word,study,analisis,shows,analysis,analysis,Non-word error,True,0,13,0,89,,,,,
1365,non-word,risk,fators,include,factors,factors,Non-word error,True,0,2312,0,27,,,,,
1366,negative,clinical,trial,results,trial,trial,Correct,True,741,741,32,32,,,,,
1367,negative,public,policy,measures,policy,policy,Correct,True,106,106,29,29,,,,,
1368,negative,risk,factors,include,factors,factors,Correct,True,2312,2312,27,27,,,,,
1369,negative,gene,expression,levels,expression,expression,Correct,True,1276,1276,401,401,,,,,
1370,negative,blood,cell,count,cell,cell,Correct,True,221,221,106,106,,,,,
